Postinumero,Postinumeroalueen nimi,Postinumeroalueen pinta-ala,"Asukkaat yhteensä, 2018 (HE)","Miehet, 2018 (HE)","Naiset, 2018 (HE)","Asukkaiden keski-ikä, 2018 (HE)","0-2-vuotiaat, 2018 (HE)","3-6-vuotiaat, 2018 (HE)","Perusasteen suorittaneet, 2018 (KO)","Koulutetut yhteensä, 2018 (KO)","Ylioppilastutkinnon suorittaneet, 2018 (KO)","Ammatillisen tutkinnon suorittaneet, 2018 (KO)","Alemman korkeakoulututkinnon suorittaneet, 2018 (KO)","Ylemmän korkeakoulututkinnon suorittaneet, 2018 (KO)","Asukkaiden keskitulot, 2017 (HR)","Asukkaiden mediaanitulot, 2017 (HR)","Alimpaan tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Keskimmäiseen tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Ylimpään tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Taloudet yhteensä, 2018 (TE)","Talouksien keskikoko, 2018 (TE)","Asumisväljyys, 2018 (TE)","Nuorten yksinasuvien taloudet, 2018 (TE)","Lapsettomat nuorten parien taloudet, 2018 (TE)","Lapsitaloudet, 2018 (TE)","Pienten lasten taloudet, 2018 (TE)","Alle kouluikäisten lasten taloudet, 2018 (TE)","Kouluikäisten lasten taloudet, 2018 (TE)","Teini-ikäisten lasten taloudet, 2018 (TE)","Aikuisten taloudet, 2018 (TE)","Eläkeläisten taloudet, 2018 (TE)","Talouksien keskitulot, 2017 (TR)","Talouksien mediaanitulot, 2017 (TR)","Alimpaan tuloluokkaan kuuluvat taloudet, 2017 (TR)","Keskimmäiseen tuloluokkaan kuuluvat taloudet, 2017 (TR)","Ylimpään tuloluokkaan kuuluvat taloudet, 2017 (TR)","Työpaikat yhteensä, 2017 (TP)","Asukkaat yhteensä, 2017 (PT)","Työlliset, 2017 (PT)","Työttömät, 2017 (PT)","Lapset 0-14 -vuotiaat, 2017 (PT)","Opiskelijat, 2017 (PT)","Eläkeläiset, 2017 (PT)","Muut, 2017 (PT)",postitoimipaikka,postitoimipaikka_sv,lyhenne,lyhenne_sv,alkupvm,loppupvm,postinumerokunta,laaninimi_sv,kuntaalkupvm,elynimi_en,laanikoodi,avinimi_sv,kielisuhdenimi_sv,laaninimi,kuntaryhmanimi_sv,kuntanimi,maakuntanimi_en,avinimi_en,maakuntakoodi,seutukuntakoodi,kuntanimi_en,kuntaryhmanimi_en,elynimi_sv,kielisuhdenimi,seutukuntanimi_en,kuntakoodi,elykoodi,elynimi,kuntanimi_sv,laaninimi_en,seutukuntanimi_sv,kielisuhdekoodi,maakuntanimi,avinimi,kuntaryhmanimi,kuntaloppupvm,kielisuhdenimi_en,avikoodi,seutukuntanimi,maakuntanimi_sv,kuntaryhmakoodi,frequency
27800,Säkylä Keskus (Säkylä),126244823,3055,1459,1596,48,66,104,708,1820,99,1338,226,157,24399,21581,408,1669,475,1529,"2,0","51,7",85,21,280,60,124,138,132,587,665,40254,32694,346,917,272,1827,3083,1252,75,439,142,1099,475,SÄKYLÄ,SÄKYLÄ,0,0,1986-10-01,NULL,783,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Säkylä,Satakunta,Southwestern Finland AVI,4,41,Säkylä,Rural municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,783,3,Satakunnan ELY-keskus,Säkylä,NULL,Raumo,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Rauma,Satakunta,3,104
27820,Iso-Vimma (Säkylä),27127370,712,351,361,47,18,31,167,416,14,333,47,22,23629,22039,99,389,97,364,"2,0","50,9",32,4,64,15,31,33,28,159,141,39026,33935,70,229,58,495,718,299,24,108,41,222,476,SÄKYLÄ,SÄKYLÄ,0,0,2003-01-01,NULL,783,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Säkylä,Satakunta,Southwestern Finland AVI,4,41,Säkylä,Rural municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,783,3,Satakunnan ELY-keskus,Säkylä,NULL,Raumo,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Rauma,Satakunta,3,31
27840,Kakkuri (Säkylä),13840179,429,218,211,49,12,14,114,259,13,191,39,16,23176,22063,57,264,62,209,"2,0","54,2",12,5,35,10,18,15,10,90,86,41385,36169,30,146,37,69,447,196,11,54,15,158,477,KÖYLIÖ,KÖYLIÖ,0,0,1986-01-01,NULL,783,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Säkylä,Satakunta,Southwestern Finland AVI,4,41,Säkylä,Rural municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,783,3,Satakunnan ELY-keskus,Säkylä,NULL,Raumo,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Rauma,Satakunta,3,14
27860,Vuori (Säkylä),69980776,332,175,157,46,6,11,80,192,14,152,19,7,23247,20754,71,148,54,150,"2,2","50,8",5,2,33,5,12,14,20,55,63,42293,31054,40,88,23,86,341,157,6,51,25,97,478,KÖYLIÖ,KÖYLIÖ,0,0,1986-01-01,NULL,783,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Säkylä,Satakunta,Southwestern Finland AVI,4,41,Säkylä,Rural municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,783,3,Satakunnan ELY-keskus,Säkylä,NULL,Raumo,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Rauma,Satakunta,3,11
27910,Huovinrinne (Säkylä),2721588,169,90,79,40,4,6,25,121,8,92,14,7,21824,21209,26,97,15,119,"1,4","43,9",30,6,13,4,8,6,4,80,26,27269,24270,33,71,7,76,161,81,12,19,5,37,479,SÄKYLÄ,SÄKYLÄ,0,0,2003-01-01,NULL,783,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Säkylä,Satakunta,Southwestern Finland AVI,4,41,Säkylä,Rural municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,783,3,Satakunnan ELY-keskus,Säkylä,NULL,Raumo,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Rauma,Satakunta,3,6
27920,Otajoki (Säkylä),44600302,260,138,122,48,7,4,65,158,3,135,14,6,23663,21632,46,141,34,124,"2,1","51,9",6,4,22,6,7,8,12,52,50,42698,37576,21,79,23,24,264,122,8,30,19,78,480,SÄKYLÄ,SÄKYLÄ,0,0,2003-01-01,NULL,783,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Säkylä,Satakunta,Southwestern Finland AVI,4,41,Säkylä,Rural municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,783,3,Satakunnan ELY-keskus,Säkylä,NULL,Raumo,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Rauma,Satakunta,3,4
28100,Pori Keskus (Pori),39002567,12643,5660,6983,50,156,206,2811,8875,1033,5464,1347,1031,21954,18245,2563,7620,1485,8700,"1,4","41,9",2013,375,643,144,282,238,227,4666,3401,29097,21453,3310,4377,991,10984,12585,4499,853,754,1028,5093,481,PORI,PORI,PR,0,1996-07-08,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,206
28120,Käppärä-Isomäki (Pori),1702499,3565,1754,1811,43,72,85,722,2276,190,1506,326,254,22504,19466,655,1937,438,2046,"1,7","39,3",406,76,334,65,116,152,148,1152,565,32318,24282,717,1096,233,1589,3599,1441,268,441,320,1006,482,PORI,PORI,PR,0,1996-07-15,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,85
28130,Impola (Pori),4191925,6501,3103,3398,42,143,196,1258,4382,579,2792,643,368,20970,18654,1322,3531,681,4023,"1,6","38,8",1048,284,518,128,250,205,197,2485,1028,29791,24199,1436,2073,381,3242,6371,2681,490,687,616,1672,483,PORI,PORI,PR,0,1988-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,196
28190,Pormestarinluoto (Pori),34307156,3764,1766,1998,47,86,151,1035,2123,113,1622,250,138,19921,18094,749,2161,277,2164,"1,7","41,7",280,59,347,80,183,156,122,952,874,28413,22745,850,1191,133,706,3784,1191,310,513,253,1365,484,PORI,PORI,PR,0,1986-01-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,151
28200,Toejoki (Pori),9574583,4850,2401,2449,42,151,247,751,3023,125,2094,541,263,23977,22778,597,2485,721,2161,"2,2","44,4",103,87,600,135,279,292,234,849,720,42284,38522,346,1439,374,415,4881,2106,231,912,282,1237,485,PORI,PORI,PR,0,1988-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,247
28220,Ruosniemi (Pori),25325955,4999,2537,2462,38,200,287,732,2990,148,2023,558,261,24462,23171,549,2429,729,2104,"2,4","41,7",139,110,699,180,348,326,273,898,512,43701,40232,342,1371,369,474,4949,2283,273,1045,317,938,486,PORI,PORI,PR,0,2000-10-30,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,287
28240,Isojoenranta (Pori),3704659,764,402,362,42,34,38,121,483,22,347,75,39,25794,23309,85,378,136,337,"2,3","46,3",17,15,89,30,45,45,26,135,113,45433,39503,57,208,76,142,755,332,28,136,32,206,487,PORI,PORI,PR,0,1990-05-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,38
28260,Harjunpää (Ulvila),31095531,975,509,466,41,32,61,162,584,20,429,85,50,23654,21812,138,474,136,408,"2,4","45,9",17,10,114,31,62,56,47,163,133,43545,41756,75,266,67,142,987,419,55,200,61,232,488,HARJUNPÄÄ,HARJUNPÄÄ,0,0,1986-01-01,NULL,886,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Ulvila,Satakunta,Southwestern Finland AVI,4,43,Ulvila,Semi urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,886,3,Satakunnan ELY-keskus,Ulvsby,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,2,61
28300,Kalaholma-Väinölä (Pori),2318672,2559,1265,1294,41,65,109,318,1687,105,1015,326,241,27256,25090,287,1180,522,1079,"2,4","45,8",41,52,328,62,139,157,143,460,298,51162,47110,97,676,286,170,2567,1257,90,464,183,529,489,PORI,PORI,PR,0,1988-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,109
28330,Koivistonluoto (Pori),3236519,2723,1344,1379,42,78,132,567,1634,103,1202,217,112,21846,19382,506,1495,276,1457,"1,9","42,2",190,56,298,68,154,133,112,714,448,33687,27568,498,820,164,1277,2788,1097,235,423,214,727,490,PORI,PORI,PR,0,1986-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,132
28360,Vanhakoivisto (Pori),2926627,4068,1909,2159,47,88,140,876,2542,154,1820,345,223,22185,19857,671,2293,495,2185,"1,9","44,0",202,73,396,80,175,174,163,925,869,34892,29416,598,1350,256,1009,4126,1546,267,536,260,1423,491,PORI,PORI,PR,0,1988-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,140
28370,Sampola (Pori),1077266,3124,1463,1661,52,65,81,1039,1719,79,1414,155,71,18669,17033,686,1904,163,1914,"1,6","42,9",216,47,227,56,108,89,92,823,869,25689,20111,873,955,83,476,3136,817,250,313,181,1428,492,PORI,PORI,PR,0,1997-05-05,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,81
28400,Ulvila Keskus (Ulvila),27236594,5571,2693,2878,44,132,243,1044,3389,167,2366,536,320,23336,21236,846,2887,767,2679,"2,1","45,9",180,75,622,123,283,296,276,1051,1016,39352,34074,629,1660,394,2029,5677,2265,293,968,365,1657,493,ULVILA,ULVILA,0,0,1996-05-01,NULL,886,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Ulvila,Satakunta,Southwestern Finland AVI,4,43,Ulvila,Semi urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,886,3,Satakunnan ELY-keskus,Ulvsby,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,2,243
28430,Kartano-Harmaalinna (Pori),4837198,1605,804,801,41,48,86,232,1017,51,701,180,85,24943,23860,187,786,276,695,"2,3","43,6",23,36,181,42,93,96,65,323,193,44862,42404,94,458,146,872,1612,736,74,312,100,347,494,PORI,PORI,PR,0,1988-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,86
28450,Vanha-Ulvila (Ulvila),26485769,4208,2062,2146,43,126,195,681,2579,102,1802,432,243,23987,21950,533,2154,613,1910,"2,2","46,3",110,43,508,115,224,250,222,715,692,40961,36190,385,1219,309,880,4260,1713,185,795,278,1201,495,VANHA-ULVILA,VANHA-ULVILA,0,0,1986-01-01,NULL,886,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Ulvila,Satakunta,Southwestern Finland AVI,4,43,Ulvila,Semi urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,886,3,Satakunnan ELY-keskus,Ulvsby,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,2,195
28500,Keskussairaala-alue-Tiilimäki (Pori),3932474,827,367,460,54,18,6,249,527,68,348,69,42,18662,17367,193,567,49,576,"1,3","35,7",156,12,36,18,21,10,8,308,232,22469,18361,265,285,26,3496,865,242,53,45,78,411,496,PORI,PORI,PR,0,1988-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,6
28540,Pinomäki (Pori),10641850,613,319,294,41,15,22,69,425,31,267,75,52,25588,23939,78,296,110,266,"2,3","47,3",14,9,73,15,27,32,34,130,65,46939,42267,44,160,62,133,614,307,26,100,54,114,497,PORI,PORI,PR,0,1987-01-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,22
28560,Lattomeri (Pori),29930901,481,251,230,39,16,28,73,290,9,214,41,26,25424,23808,66,218,80,208,"2,3","46,5",9,7,65,14,29,31,27,82,62,44860,42395,38,127,43,31,477,234,16,100,25,92,498,PORI,PORI,PR,0,1988-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,28
28580,Niittymaa (Pori),17900700,583,294,289,42,19,30,107,358,11,278,46,23,23677,21716,74,308,78,251,"2,3","49,2",8,12,62,18,32,27,25,110,81,44893,40446,37,154,53,82,581,257,29,102,28,149,499,PORI,PORI,PR,0,1988-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,30
28600,Vähärauma (Pori),21456387,5173,2624,2549,37,187,305,673,3189,187,1826,737,439,26146,23901,611,2253,935,2325,"2,2","43,5",266,152,722,171,354,360,260,1046,565,43333,37971,476,1379,445,2232,5115,2347,234,1126,381,911,500,PORI,PORI,PR,0,1988-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,305
28610,Musa-Tiiliruukki (Pori),3380101,3822,1936,1886,43,108,168,585,2538,167,1666,429,276,24244,22173,548,1994,619,1893,"2,0","43,1",212,67,408,104,197,174,153,939,549,40189,35021,430,1129,354,805,3862,1731,213,582,291,948,501,PORI,PORI,PR,0,1988-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,168
28660,Pietniemi-Leppäkorpi (Pori),73884558,3734,1826,1908,41,119,188,525,2356,112,1560,448,236,25673,23374,444,1817,625,1663,"2,2","45,5",95,66,467,110,219,222,178,693,515,44673,39600,268,1050,345,258,3739,1671,182,716,241,852,502,PORI,PORI,PR,0,1986-01-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,188
28760,Kyläsaari (Pori),24742906,2261,1138,1123,43,55,102,407,1348,59,997,197,95,22930,22247,337,1136,290,958,"2,3","44,7",31,30,269,47,107,121,136,378,317,41769,38762,170,661,127,673,2276,939,131,409,166,579,503,PORI,PORI,PR,0,1988-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,102
28800,Pihlava (Pori),22248307,4148,2129,2019,46,95,168,999,2399,113,1877,297,112,21708,19945,700,2279,458,2117,"2,0","44,2",125,46,411,90,194,216,151,888,822,35169,30749,615,1290,223,373,4244,1525,340,703,210,1348,504,PORI,PORI,PR,0,1988-11-01,NULL,609,NULL,1990-01-01,Satakunta ELY Centre,NULL,Sydvästra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Pori,Satakunta,Southwestern Finland AVI,4,43,Pori,Urban municipalities,NTM-centralen i Satakunta,Yksikielinen suomenkielinen kunta,NULL,609,3,Satakunnan ELY-keskus,Björneborg,NULL,Björneborg,0,Satakunta,Lounais-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,2,Pori,Satakunta,1,168
